event_event/id_event,event_event/event,event_event/kategori,event_event/tanggal,event_event/jam,event_event/tempat
279, ðŸš¨ Goresan Pena Sosial ðŸš¨  ,Pensi,27 Apr 2017 - 07 Agu 2017,00:00 - 00:00,BRAWIJAYA
278,  CREATIVEPRENEUR 2017 ,Seminar,20  - 20 Mei 2017,08:00 - 13:00,Aula C7 Unnes
277," ""INDUSTRIAL FESTIVAL 2017"" ",Musik,20  - 20 Mei 2017,16:00 - 22:00,GOR Tri Lomba Juang Semarang .
276, NAVIGASI KOMUNIKASI ,Lain-lain,20  - 20 Mei 2017,08:00 - 16:00,UNIVERSITAS TRIBUWANA TUNGGA DEWI
275, Exploscience 2017 ,Seminar,21  - 21 Mei 2017,07:30 - 12:00,Auditorium FMIPA IPB
274," ""GATHERING DRUMMER MALANG"" ",Pensi,21  - 21 Mei 2017,00:00 - 00:00,God Bless Cafe 2 Malang
273, CULTURE IN HOME - Festival Komunikasi Lintas Budaya  ,Lain-lain,17  - 17 Mei 2017,09:00 - 16:00,Â Lap. Voli - Grahadi Utomo UNITRI
272, Berkomunitas Sosial Bersama Lentera ,Lain-lain,18  - 18 Des 2016,14:00 - 16:00,"Ruang Seminar, Gedung 1 Lantai 2 FISIP UNS"
271, TRANSMANIA BROADCAST SESSION ,Seminar,18  - 18 Mei 2017,08:00 - 15:00,Gedung I6 Srikandi UNESA
270,"  Satu jam bersama ""MLUMAH"" lebih dekat bersama mlumah ",Lain-lain,19  - 19 Mei 2017,00:00 - 00:00," Coffee Kayoe Jl. Sigura-gura, Kav 4, no 2 (lantai 2 Richdjoe Barbershops sigura-gura)."
269,  Talkshow and Exhibition - Awas Berita Hoax Â  ,Seminar,23  - 23 Mei 2017,09:00 - 16:00,GOR UNITRI
267," ACCOUNTING FUNTAXTIC FAIR ""SEMINAR PERPAJAKAN 2017"" ",Seminar,20  - 20 Mei 2017,00:00 - 00:00,PPI LT.3 Kantor Pusat UNMER Malang
266, BEMSMART16 ,Musik,20  - 20 Mei 2017,15:00 - 22:00,SMA BAKTI MULYA 400
265,  Duta Wisata UMM 2017 ,Pensi,18  - 18 Mei 2017,18:00 - 22:00,Aula Bougenville Taman Rekreasi Sengkaling UMM
264," Refresh Your Mind 10 2017 ""THROUGH BOHEMIAN GROOVE"" ",Musik,18  - 18 Mei 2017,15:00 - 22:00,Perbanas Institute Jakarta
262, ACCOUNTING FAIR 2k17  ,Seminar,20  - 20 Mei 2017,00:00 - 00:00, Hotel Tunjungan Jalan Tunjungan No.102-104 Surabaya
261, MUSIC FESTIFAL ,Musik,21  - 21 Mei 2017,14:00 - 23:00,SMA 1 KUDUS
259, AKSO FEST 2017 ,Lain-lain,23  - 23 Mei 2017,10:00 - 17:00,Belakang perpus kampus B unair
254, SEMINAR NASIONAL KEWIRAUSAHAAN 2017 ,Seminar,18  - 18 Nov 2017,08:00 - 00:00,GRAHA CAKRAWALA UM MALANG
253, Gelar Cipta Karya Boga Unesa 2017 ,Pensi,21  - 21 Mei 2017,08:00 - 14:00,Gedung Serbaguna Gema Unesa Ketintang
252," Seminar Nasional & Workshop 2017Â  ""Indonesian YoungVestor"" ",Seminar,20  - 20 Mei 2017,07:00 - 15:00,"Ballroom Hotel Sahid Montana 1, Malang"
250, seminar akuntansi syariah ,Seminar,13  - 13 Mei 2017,07:00 - 12:00,gedung pascasarjana lt.7 
248, GEBYAR SENI ,Pensi,13  - 13 Mei 2017,14:00 - 22:00,Gedung Kesenian Miss Tjitjih Jakarta Pusat
246, Seminar Nasional ,Seminar,20  - 20 Mei 2017,09:00 - 15:30,"Aula K.R.T Fadjar Notonegoro,FEB, Kampus B, Universitas Airlangga"
245, Festival Drama 2017 (Pementasan Drama Teater8) ,Lain-lain,22  - 22 Mei 2017,18:30 - 20:30,Gor Bulungan Jakarta Selatan
244, KIOS CORNER 2017 ,Expo,14  - 14 Mei 2017,07:00 - 00:00,"Auditorium Faculty of Economics, Semarang State University at L1 Building â€“ 3rd floor"
243, Seminar Nasional & Data Mining Bootcamp ,Seminar,20  - 20 Mei 2017,08:00 - 16:30,Citra 1 Universitas Amikom Yogyakarta
241," Vocomfest 2017 ""Improving Indonesiaâ€™s Economy Through Creative Technopreneurship"" ",Seminar,06  - 06 Mei 2017,08:00 - 15:00,Auditorium Fakultas Isipol UGM lantai 2
239, BUSINESS LAW COMPETITION UNIVERSITAS PELITA HARAPAN ,Lain-lain,17  - 20 Mei 2017,10:00 - 16:00,"Universitas Pelita Harapan, Lippo Karawaci"
238, TRASH TO CASH ,Lain-lain,14  - 14 Mei 2017,07:30 - 16:00,"AULA TEKNIK GKB 3, UNIVERSITAS MUHAMMADIYAH MALANG."
237, LOMBA MENULIS CERITA PENDEK TINGKAT NASIONAL ,Lain-lain,10 Apr 2017 - 12 Mei 2017,00:00 - 00:00,"Tidak ada Tempat, acara kita full Online"
236, Mahakarya Polines ,Musik,29  - 29 Apr 2017,15:00 - 11:25,Lapangan Hitam Mesin Politeknik Negeri Semarang
235, Workshop Coaching Counseling for HR ,Seminar,03  - 04 Mei 2017,08:30 - 17:00,"Hotel Grand Sae Boutique, Jl Sam Ratulangi - Solo"
234, LAWPHORIA  ,Musik,23  - 23 Mei 2017,18:00 - 00:00,Sportorium UMY
233, GALAKSI CUP 2017 ,Sport,12  - 14 Mei 2017,08:00 - 17:00,"Jl. A. H. Nasution No.68, Cigending, Ujung Berung, Bandung (Depan Simulasi Tempur)"
232, SEMINAR KEPENULISAN ,Seminar,29  - 29 Apr 2017,08:00 - 12:00,FMIPA UNY
231, IT - HOLIC and ERTIC FEST ,Seminar,13  - 13 Mei 2017,08:00 - 17:30,Gedung Techno Park Cimahi
230, FESTIVAL TEATER 2017 ,Pensi,30 Apr 2017 - 01 Mei 2017,18:00 - 01:00,"Taman Budaya Genteng Cak Durasim Jl. Genteng Kali No.85, Genteng, Kota SBY, Jawa Timur 60275"
229, JOBFAIR SEKOLAH VOKASI UGM ,Bursa Kerja,03  - 04 Mei 2017,09:00 - 16:00, Graha Sabha Pramana (GSP) Lt I UGM   
228, Kupas Tuntas Pajak Bisnis e-Commerce ,Seminar,23  - 23 Mei 2017,08:00 - 16:00,Syariah Hotel Solo
227, Kupas Tuntas Penyusunan Laporan Keuangan Berbasis Komputer ,Seminar,26  - 26 Apr 2017,08:00 - 16:00,Syariah Hotel Solo
226," Kupas Tuntas Pajak Profesi Medis: Pajak Dokter & Apoteker, Serta Pemotongan oleh Rumah Sakit ",Seminar,27  - 27 Apr 2017,08:00 - 16:00,Syariah Hotel Solo
225, TOKSIK 2016 ,Lain-lain,30  - 30 Apr 2017,07:00 - 11:00,Hotel Kusuma Sahid Surakarta
224," PAMERAN FOTO ""METAMORFOSA (dalam kabut purba)"" ",Lain-lain,27 Apr 2017 - 03 Mei 2017,10:30 - 17:00,"27-29 april 2017 di kampus E41 Kelapa dua depok, 2-3 mei 2017 di lobby kampus J1 Kalimalang, Bekasi."
223, Forestry Cup 2017 ,Sport,29 Apr 2017 - 01 Mei 2017,07:00 - 18:00,Lapangan Futsal Bengawan Sport Center
222, CITA-CITAKU (Lomba Mewarnai) ,Lain-lain,10  - 10 Mei 2017,09:00 - 12:00,Lapangan Badminton POLITEKNIK NEGERI SEMARANG
221, DIFABLE FEST  ,Lain-lain,10  - 10 Mei 2017,08:00 - 16:00,RUANG SERBA GUNA (RSG) POLITEKNIK NEGERI SEMARANG
220, STIAMI CUP 2017 ,Sport,20  - 21 Mei 2017,08:00 - 20:00,Metropolitan Futsal (Metland Menteng)
219," Ecomonic Business Festival ""TALK SHOW AND BAZAR"" ",Pensi,20  - 20 Apr 2017,08:00 - 00:00, Auditorium Ir. Widjatmoko Universitas SemarangÂ 
218, HIMATEKPA (Himpunan Mahasiswa Teknologi Pangan)FPP UMM mengadakan ðŸ“£SEMINAR NASIONALðŸ“£ ,Seminar,20  - 20 Apr 2017,07:00 - 00:00,Hall Theatre UMM Dome
217,  UNIMUS ECONOMIC FESTIVAL (UEF) 2017 ,Lain-lain,01  - 16 Apr 2017,00:00 - 00:00, UNIMUS
216, ðŸ’ŠSEMINAR ANTI NARKOBAðŸ’Š ,Seminar,02  - 02 Mei 2017,07:00 - 00:00,Gedung Auditorium UTM
215, ðŸ“£ FISIP ISLAMIC FESTðŸ“£ ,Lain-lain,30  - 30 Apr 2017,09:00 - 00:00, Graha Samudra Ganesha (GSG) Universitas Hangtuah Surabaya ðŸ“ƒTartil
214, Week of Champions 2017 ,Sport,15  - 20 Mei 2017,08:00 - 21:00,"Universitas Pelita Harapan, Karawaci"
213, YSC (Youth Scientist Competition) 2017 ,Lain-lain,15  - 22 Apr 2017,07:00 - 16:00,FAKULTAS MIPA UNY
212, Smart Teaching Competition 2017 ,Lain-lain,06  - 13 Mei 2017,07:00 - 15:00,FAKULTAS MIPA UNY
211, UNISRI JOBFAIR 2017 ,Bursa Kerja,23 Mei 2017 - 31 Des 2020,09:00 - 16:00,"Auditorium Universitas Slamet Riyadi Jl. Sumpah Pemuda No.18 Kadipiro Banjarsari, Surakarta"
210, seminar internasional ,Seminar,27  - 27 Apr 2017,08:30 - 12:30,gedung multi purpose UIN Sunan Kalijaa Yogyakarta
209, Pekan Ilmiah Dan Pekan Olaharaga Seni Mahasiswa ,Lain-lain,24 Apr 2017 - 15 Mei 2017,08:00 - 17:00,Universitas Amikom Yogyakarta
208, Gamadiksi USU Expo 2017: Seminar Nasional ,Seminar,15  - 15 Apr 2017,08:00 - 15:00,Auditorium Universitas Sumatera Utara
207, Youth Entrepreneurship Project ,Seminar,21  - 21 Mei 2017,09:30 - 12:30,Auditorium UNS
206, MAHAKARYA SENI DAN BUDAYA  ,Pensi,15  - 15 Apr 2017,08:00 - 23:00,Gedung Auditorium Universitas Bengkulu
205, Seminar IT Nasional Dan Workshop ,Seminar,01  - 02 Des 2016,08:00 - 03:00,Auditorium M.Djazman Kampus 1 Universitas Muhammadiyah Surakarta
204, Festival Teater ,Pensi,30  - 30 Nov -1,09:00 - 20:00,Universitas Surabaya Dan Cak Durasim
203, Dialog Interaktif Politik Kampus 2017 ,Seminar,07  - 07 Apr 2017,08:30 - 14:00,Sasana budaya Universitas Negeri Malang
202, TRYOUT SBMPTN (TOS) ,Lain-lain,23  - 23 Apr 2017,06:30 - 12:15,FAKULTAS SAINS DAN MATEMATIKA UNIVERSITAS DIPONEGORO
201, Pelatihan Pajak Bendahara Pemerintah ,Seminar,19  - 19 Apr 2017,08:00 - 16:00,Syariah Hotel Solo
200, UNESA CUP BASKETBALL XII 2017 ,Sport,15  - 30 Apr 2017,08:00 - 16:00,Gor Bima UNESA Lidah Wetan
199, PRIDE UMN 2017 ,Seminar,20  - 24 Mar 2017,08:00 - 17:00,UNIVERSITAS MULTIMEDIA NUSANTARA 
187, SEMINAR NASIONAL KEWIRAUSAHAAN ,Seminar,01  - 01 Apr 2017,08:00 - 12:00,Cinema Universitas Amikom Yogyakarta
186, EXPLOSCIENCE 2017 ,Lain-lain,28 Peb 2017 - 21 Mei 2017,12:59 - 12:00,IPB DRAMAGA BOGOR
185, EXPLOSCIENCE 2017 ,Lain-lain,30  - 30 Nov -1,12:00 - 00:00,KAMPUS IPB DRAMAGA BOGOR
184, Lomba Tari Tradisional 2017 se-Tapal kuda ,Lain-lain,30  - 30 Nov -1,08:00 - 05:30,universitas muhammadiyah jember
180, Reality Writing Competition (RWrC 4th) 2017 ,Lain-lain,18  - 25 Mar 2017,00:00 - 23:59,"UNY, Jl. Colombo No.1 Yogyakarta 55281"
179, Pekan Ilmiah Fisika ke XXVIII ,Lain-lain,10 Sep 2017 - 12 Nov 2017,08:00 - 17:00,Universitas Negeri Semarang
178, Seminar Nasional ,Seminar,18  - 18 Mar 2017,08:30 - 15:00,"Garden Palace Hotel, Jl. Yos Sudarso, Surabaya."
177, IT Knowledge 2017 ,Lain-lain,19  - 26 Mar 2017,07:00 - 12:00,"Kampus Cilibende, Program Diploma Institut Pertanian Bogor"
176, 3rd SAFE SIP National Competition 2017 ,Lain-lain,25 Peb 2017 - 14 Mei 2017,00:00 - 00:00,Politeknik Negeri Jember
175, Pekan Ilmiah Fisika ke XXVIII ,Lain-lain,10 Sep 2017 - 12 Nov 2017,08:00 - 18:00,Universitas Negeri Semarang
174, Futsal&Dance Competation ,Sport,14  - 16 Apr 2017,08:00 - 15:00,Gor Futsal Sidoarjo
173, Sumatra English Olympiad 2017 ,Musik,30  - 30 Nov -1,08:00 - 16:00,Fkip. Bhasa dan sastra inggris Universitas Riau 
172, Kejuaraan antar fakultas ,Sport,12  - 12 Mar 2017,07:00 - 18:00,Gelanggang mahasiswa Uin suka
171, STT-PLN Enterpreneurship Day (SE-Day) ,Seminar,18  - 18 Mar 2017,09:00 - 15:00,Auditorium STT-PLN
170, GLORASKA 2017 ,Lain-lain,30  - 30 Nov -1,07:00 - 14:00,Pendidikan Fisika Universitas Lampung
169, LOMBA KARYA TULIS ILMIAH 2K17 ,Lain-lain,20  - 20 Apr 2017,08:00 - 14:30,BANGSALPANCASILA RUANG PENATARAN UNIVERSITAS WIJAYA KUSUMA SURABAYA
168, Global IdeaPreneur Week ,Seminar,21  - 23 Apr 2017,09:00 - 16:00,Cyberjaya
167, Pelatihan Pajak PPh Badan ,Seminar,15  - 15 Mar 2017,08:00 - 16:00,Grand Laguna Hotel & Villa
166, Seminar Nasional Indonesian Food Quiz Bowl Competition 2017 (IFQB) ,Seminar,09  - 09 Mar 2017,09:00 - 15:00,Jln Setiabudi no 193 Universitas Pasundan
165, &quot;Payung Teduh&quot; Romantic Night - Law Fest Unisri ,Musik,08  - 08 Apr 2017,18:00 - 22:00,Balekambang
164, Pelatihan Pajak PPh OP ,Seminar,16  - 16 Mar 2017,08:00 - 16:00,Grand Laguna Hotel & Villa
163, Lomba Lari 11 K Solo Open ,Sport,12  - 12 Mar 2017,06:00 - 12:00,Jl Ir Sutami No 36A Kentingan Jebres
162, SEMINAR NASIONAL ESFRA UNISSULA 2017 ,Seminar,18  - 18 Mar 2017,08:00 - 12:00,Gedung Fakultas Kedokteran Unissula 
161, GREEN RUN x GRENADE ,Pensi,18  - 18 Mar 2017,16:00 - 22:00,KAMPUS 2 THOMAS AQUINAS UAJY
160, PGSD FAIR 2017 ,Lain-lain,25 Peb 2017 - 11 Mei 2017,07:00 - 19:00,"Jalan William Iskandar Pasar V, Percut Sei Tuan, Kenangan Baru, Percut Sei Tuan, Kabupaten Deli Serd"
159, Indonesia Islamic Business Plan Competition ,Lain-lain,05 Peb 2017 - 27 Mar 2017,08:00 - 21:31,Politeknik Elektronika Negeri Surabaya
158, Lomba Fotografi Biological Control Day IMHPT Universitas Negeri Jember ,Lain-lain,21 Jan 2017 - 01 Apr 2017,00:00 - 00:00,Fakultas Pertanian Universitas Negeri Jember
157, Turnamen voli antar SMA sederajat se jawa timur ,Sport,22 Apr 2017 - 06 Mei 2017,15:01 - 20:30,Kampus 1 universitas wijaya putra
156, TechnoFair 2017 ,Lain-lain,09  - 11 Mar 2017,08:00 - 16:00,"Depok, Kalimalang, Karawaci, dan Cengkareng"
155, Lomba Karya Tulis Ilmiah Biology Innovation and Research Competition (LKTIN BORN) 2 2017 ,Lain-lain,15 Peb 2017 - 14 Mei 2017,07:00 - 15:00,"Gedung Soerachman, Universitas Jember, Jl. Kalimantan No. 37 Kampus Bumi Tegal Boto"
154, Perbanas Action Days 2017 ,Sport,11  - 16 Mar 2017,08:00 - 17:00,Perbanas Institute
152, HUT HIPMI PT POLITEKNIK POS INDONESIA  ,Lain-lain,11  - 11 Mar 2017,16:00 - 11:00,Auditorium Politeknik Pos Indonesia 
145, Widya Mandala Speaks on Accounting ,Lain-lain,05  - 06 Mei 2017,07:00 - 18:00,Universitas Katolik Widya Mandala Surabaya 
144, National Leadership Training Jilid 4 ,Lain-lain,12  - 15 Apr 2017,08:00 - 15:00,Universitas Bengkulu
143, NEF UNISMA 2017 (National English Festival of Unisma 2017) ,Lain-lain,19 Mei 2017 - 21 Mar 2017,07:30 - 16:00,Kampus Universitas Islam Malang
142," WORKSHOP ECONOSPHERE 2 ""Simulasi Kewirausahaan"" ",Lain-lain,25  - 25 Mar 2017,07:30 - 16:00,"Abdullah Sigit Hall, Fakultas Ilmu Pendidikan UNY"
141," Seminar dan Talkshow ""Identifikasi dan Penanganan Anak Gifted""  ",Seminar,29  - 29 Apr 2017,08:00 - 14:30,"Hotel ""Pose In Solo"" (Depan Stasiun Balapan) Jalan Mongosidi Nomor 125, Ketelan, Banjarsari Solo"
140, ECOFEB (Economic Championship Of Faculty Economic and Bussines) ,Lain-lain,19  - 19 Mar 2017,07:00 - 18:00,"Gedung E, Kampus 1 UniversitasWijaya PutraSurabaya.  			 Jl. Raya Benowo No. 1-3 Surabaya"
137, Seminar Meteorologi dan Klimatologi HMD Ke-67 STMKG ,Seminar,20  - 20 Mar 2017,08:00 - 16:00,"Kampus STMKG Jl. Perhubungan I No. 5, Pondok Betung, Pondok Aren, Pd. Betung, Tangerang Selatan, Kot"
136, STIKUBANK Pop Concert BEWILDER ,Musik,04  - 04 Mar 2017,19:00 - 22:00,"Sasana Kridangga, Universitas Stikubank Jl. Kendeng V Bendan Ngisor"
135, NEON 2017 (National English competitiON 2017) ,Lain-lain,17  - 18 Mar 2017,07:30 - 17:00,Universitas Tarumanagara
133, #APAKABARSEMARANG4 ,Pensi,04  - 04 Mar 2017,10:30 - 00:00," Lapangan Hitam Polines,  Jl. Prof. Soedarto, Tembalang , Semarang"
131, BASE 2017  ,Pensi,30  - 30 Nov -1,17:00 - 23:00,Kawasan Tata Niaga Politeknik Negeri Semarang
130," THINK WITH MUSIC, DO IT WITH MUSIC ",Seminar,21  - 21 Mar 2017,11:00 - 17:00,KAMPUS J UNIVERSITAS GUNADARMA
129, Matriks Mathematics Olympiad ,Lain-lain,13 Jan 2017 - 05 Mar 2017,00:00 - 00:00,Universitas Muhammadiyah Malang
128, Lomba Karya Tulis Ilmiah  ,Lain-lain,13 Jan 2017 - 18 Mar 2017,00:00 - 00:00,Universitas Muhammadiyah Malang
127, SEMINAR NASIONAL ,Seminar,15  - 15 Mar 2017,07:00 - 13:00,Gedung AR B Universitas Muhammadiyah Yogyakarta 
125, PERBANAS DANCE COMPETITION 2017 ,Lain-lain,30  - 30 Nov -1,09:00 - 04:00,"Auditorium Unit 3, Perbanas Institute Jakarta"
124, AGRIFESTIVAL UNHAS ,Lain-lain,13  - 16 Apr 2017,08:00 - 18:00,UNIVERSITAS HASANUDDIN
123, Kompetisi Desain Poster Tingkat Nasional ,Lain-lain,10 Peb 2017 - 23 Apr 2017,09:00 - 17:00,Pameran di Kota Tua Jakarta
122, FESTIVAL SENI PELAJAR 2017 ,Lain-lain,13  - 19 Mar 2017,07:00 - 22:00,UNIVERSITAS MUHAMMADIYAH SURABAYA
121, Seminar Nasional Inspira ,Seminar,26  - 26 Peb 2017,08:00 - 13:00,"Auditorium Djazman UMS, Pabelan, Sukoharjo"
120, DIMENSI EKSPRESI NALAR UDAYANA SCIENCE CLUB ,Lain-lain,14 Peb 2017 - 31 Mei 2017,01:00 - 23:55,Universitas Udayana
119," Seminar Nasional ""Peran Pustakawan Guru dalam Mendukung GLS di Abad 21"" ",Seminar,02  - 02 Mar 2017,08:00 - 12:30,Amphiteater UPI Bandung
118, Geophotography Challenge Competition 2017 ,Lain-lain,20 Peb 2017 - 03 Mar 2017,11:50 - 01:05,Samarinda
117, Polines Islamic Expo 2017 ,Seminar,18  - 18 Mar 2017,07:00 - 13:00,Ruang Serba Guna Polines
116, Gemuruh Langkah Paskibra Muda Indonesia VIII ,Lain-lain,30  - 30 Nov -1,06:00 - 19:00,Universitas Katolik Widya Mandala Surabaya Kampus Kalijudan
115, SEMINAR NASIONAL PAMAWAS ,Seminar,15  - 15 Mar 2017,07:00 - 16:00,"BALAI UTARI, MANDALA BHAKTI WANITATAMA"
114, Creativity Challenge ,Lain-lain,30  - 30 Nov -1,08:00 - 16:00,"Kampus Bina Insani, Jl Siliwangi No. 6 Rawapanjang   Kota Bekasi."
113, Mafia Cup 2017 ,Lain-lain,21  - 21 Mar 2017,09:00 - 16:30,Lapangan Basket Universitas Krisnadwipayana
111, Job Fair UAJY 2017 ,Bursa Kerja,03  - 04 Mar 2017,08:00 - 16:00,"Auditorium Kampus 2 Universitas Atma Jaya Yogyakarta, Lt.3 Gedung St. Thomas Aquinas, Babarsari"
110, Henry Dunant Competition VIII ,Lain-lain,25  - 26 Mar 2017,08:00 - 18:00,Kampus Politeknik Negeri Semarang
109, VOICE JOCKEY COMPETITION ,Lain-lain,18  - 18 Mar 2017,08:00 - 16:00,2nd Floor of Soelaiman Joesoef University of PGRI Adi Buana Surabaya
108, SEMINAR NASIONAL IEFAIR 2017  ,Seminar,25  - 25 Peb 2017,08:00 - 12:00,Auditorium universitas sumatera utara
107, Seminar Nasional Ekspresso  ,Seminar,25  - 25 Peb 2017,08:00 - 15:00,Auditorium Vokasi UI
106," Web Workshop ""Build Indonesia's E-commerce Future"" ",Lain-lain,18  - 18 Mar 2017,09:00 - 16:00,Auditorium Kampus L2 Universitas Gunadarma Cengkareng
105, CITY PHOTO Â CONTEST ,Lain-lain,30 Nov -1 - 28 Peb 2017,08:00 - 16:00,Universitas Brawijaya
104,  International Conference Planning in the Era of Uncertainty 2017 ,Seminar,06  - 07 Mar 2017,08:00 - 16:00,"Widyaloka Building, Universitas Brawijaya"
103, SEMINAR NASIONAL ,Seminar,21  - 21 Peb 2017,08:00 - 12:00,Auditorium LPP Jl. PP no. 1A Balapan - Yogyakarta
100, MARINE ICON 2017 ,Lain-lain,28  - 30 Apr 2017,08:00 - 16:00,ITS SURABAYA
99, Seminar Nasional Young Engineers ,Seminar,11  - 11 Peb 2017,08:00 - 16:00,"Aula Utama Universitas Islam Bandung, Gedung Hj. Kartimi Kridhoharsojo ðŸ“ Jalan Tamansari No. 1 Ba"
98, The 2nd National Business Plan Competition ,Lain-lain,13  - 15 Apr 2017,08:00 - 15:00,Universitas Muhammadiyah Yogyakarta
96, PENANAMAN BAKAU ,Lain-lain,04  - 04 Mar 2017,00:00 - 00:00,Pantai Baros
95, CIVIL EXPO 2017 ,Lain-lain,28  - 30 Mar 2017,00:00 - 00:00,"Politeknik Negeri Sriwijaya, Kota Palembang"
94, CIVIL EXPO 2017 ,Lain-lain,28  - 30 Mar 2017,00:00 - 00:00,"Politeknik Negeri Sriwijaya, Kota Palembang"
93, IMTPI FAIR ,Lain-lain,19  - 19 Apr 2017,07:30 - 14:00,Aula Masjid A.R Fachrudin lantai 2 Universitas Muhammadiyah Malang
92, BRAWIJAYA CAPITAL MARKET CONTEST ,Lain-lain,23 Mar 2017 - 03 Mei 2017,09:00 - 16:00,Universitas Brawijaya
91, UNSTOPPABLE Talkshow Kreatif ,Seminar,28  - 28 Peb 2017,00:00 - 00:00,concert hall taman budaya yogyakarta
90, EARQHUAKE RESISTANCE ,Lain-lain,16  - 17 Mar 2017,00:00 - 00:00,"UNIVERSITAS PELITA HARAPAN KARAWACI, TANGERANG"
89, SBC & SSC Spagethi Bridge Competition Straw Structure Competition ,Lain-lain,15 Mar 2017 - 15 Peb 2017,00:00 - 00:00,universias Pelita harapan karawaci tangerang
88, WORLD WATER DAY ,Lain-lain,10 Jan 2017 - 04 Mar 2017,00:00 - 12:00,ONLINE
87, Lomba Akuntansi VII se-Indonesia ,Lain-lain,13  - 13 Mei 2017,08:00 - 18:00,Politeknik Negeri Bali
86, Olimpiade Akuntansi XVIII Antar Siswa SMA/SMK se-Indonesia ,Lain-lain,13  - 13 Mei 2017,08:00 - 18:00,Politeknik Negeri Bali
85, Agritech Cup ,Sport,30  - 30 Nov -1,06:30 - 21:00,GOR Pertamina - Universitas Brawijaya
84, Festival Literasi Uhamka ,Lain-lain,06  - 24 Mar 2017,08:00 - 17:00,Jalan Tanah Merdeka Kampung Rambutan Kec. Pasar Rebo
83, LOMBA CERDAS CERMAT PSIKOLOGI 2017 ,Lain-lain,18  - 18 Mar 2017,07:00 - 17:00,ABDULLAH SIGIT HALL FAKULTAS ILMU PENDIDIKAN UNIVERSITAS NEGERI YOGYAKARTA 
82, SEMINAR NASIONAL  ,Seminar,16  - 16 Apr 2017,08:00 - 16:35,Orient International Restaurant and Convention Hall
80, Musabaqah Funuun Islamiyah (MUFI) III ,Lain-lain,17 Mar 2017 - 19 Peb 2017,08:00 - 22:00,Kampus UIN Maulana Malik Ibrahim Malang
79, SEMINAR NASIONAL 2017  ,Seminar,22  - 22 Mar 2017,08:00 - 12:00,Auditorium Universitas Muria Kudus
78, Seminar Nasional ,Seminar,25  - 25 Mar 2017,07:30 - 16:30,Universitas Sultan Agung Semarang (UNISSULA)
77, NEON 2017 (National English competitiON 2017) ,Lain-lain,30  - 30 Nov -1,07:30 - 17:00,Universitas Tarumanagara 
76, SPARTA LEAGUE ,Sport,28 Peb 2017 - 09 Mar 2017,17:00 - 22:00,"GKB FIP, UNIVERSITAS NEGERI MALANG"
75, English Parade 2017 ,Lain-lain,05  - 07 Mei 2017,07:00 - 18:00,"Fakultas Ilmu Administrasi, Universitas Brawijaya"
74, Festival Literasi Uhamka ,Lain-lain,06  - 24 Mar 2017,08:00 - 17:00,Jalan Tanah Merdeka Kampung Rambutan Pasar Rebo Jakarta Timur
73, Olimpiade ekonomi islam ,Lain-lain,27  - 27 Apr 2017,13:15 - 21:00,uin sunan kalijaga yogyakarta
72, CIVIL EXPO 2017 TINGKAT PULAU JAWA ,Lain-lain,30  - 30 Nov -1,08:00 - 21:00,POLITEKNIK NEGERI SEMARANG
71, Haflah Ilmiah Jilid 3 dan Bazzar Buku Murah ,Expo,27 Peb 2017 - 03 Mar 2017,08:00 - 17:00,Gedung Olahraga STAIN Kudus
70, SEMINAR KESEHATAN NASIONAL ,Seminar,19  - 19 Peb 2017,08:00 - 15:00,"Aula Fajar - Lantai 2, Fakultas Ekonomi dan Bisnis, Universitas Airlangga"
69, BAZAR BUKU UGM PRESS 2017 BACK TO CAMPUS ,Expo,06  - 18 Peb 2017,08:30 - 16:00,"SHOWROOM UGM PRESS, JALAN GRAFIKA NO.1 KAMPUS UGM YOGYAKARTA (FAKULTAS TEKNIK UGM)"
68," Seminar Nasional Teknologi Informasi 2017 ""The Art of IT Security and Hacking"" ",Seminar,04  - 04 Mar 2017,08:30 - 14:30,"Mahajaya Hotel Jalan HOS Cokroaminoto No. 63, Denpasar"
67, WORKSHOP PERPAJAKAN PPH OP ,Seminar,22  - 22 Peb 2017,08:00 - 16:00,"Ball Room Lor In Hotel, Solo"
66, Business challenge ,Lain-lain,27  - 27 Apr 2017,13:15 - 21:00,covention hall uin sunankalijaga yogyakarta
65, WORKSHOP JOURNALISTIC (Citizen Journalism) ,Lain-lain,25  - 25 Peb 2017,09:00 - 18:00,"Universitas Katolik Widya Mandala, Kampus Pakuwon City"
63, BEDAH KAMPUS INDONESIA ,Expo,26  - 26 Peb 2017,07:00 - 16:00,Universitas Boyolali
62, Unitri Cup 12th Badminton Championship 2017 Se â€“ Jawa Timur ,Sport,05  - 11 Des 2016,08:00 - 21:00,GOR Universitas Tribhuwana Tunggadewi Malang
61, IFEST (ITN ISLAMIC FESTIVAL) 2017 ,Lain-lain,14  - 21 Mar 2017,08:00 - 15:00,AUDITORIUM KAMPUS 1 ITN MALANG
60, UNY Scientific Fair 2017 ,Lain-lain,04 Mei 2016 - 06 Des 2016,07:00 - 21:00,Universitas Negeri Yogyakarta
59, E-GAMES 2017 ,Lain-lain,21  - 23 Mar 2017,07:30 - 16:00,"Universitas Surabaya, Tenggilis"
58," PARADE MOTIVASI DAN INSPIRASI ""Lapis Lapis Cinta"" ",Lain-lain,12  - 12 Peb 2017,08:00 - 17:00,Aula D4 lantai 4 FE UM
